current_time,epoch,step,test_Accuracy,test_loss/dataloader_idx_1,train_Accuracy,train_loss,val_Accuracy,val_loss/dataloader_idx_0
1771865600.0,2,449,,,,0.621200680732727,,
1771865600.0,2,454,,,,0.7489031553268433,,
1771865600.0,2,459,,,,0.6258642673492432,,
1771865600.0,2,464,,,,0.7490091323852539,,
1771865600.0,2,469,,,,0.9645155668258667,,
1771865600.0,2,474,,,,0.9615382552146912,,
1771865600.0,2,479,,,,0.8566092848777771,,
1771865600.0,2,484,,,,0.8063890933990479,,
1771865600.0,2,489,,,,1.000786304473877,,
1771865600.0,2,494,,,,0.8647822737693787,,
1771865600.0,2,499,,,,0.8370903730392456,,
1771865600.0,2,504,,,,0.4502505660057068,,
1771865600.0,2,509,,,,1.1520780324935913,,
1771865600.0,2,514,,,,0.671689510345459,,
1771865600.0,2,519,,,,0.7279682755470276,,
1771865600.0,2,524,,,,0.953239917755127,,
1771865600.0,2,529,,,,0.8462767601013184,,
1771865600.0,2,534,,,,0.8056796789169312,,
1771865600.0,2,539,,,,1.5850611925125122,,
1771865600.0,2,544,,,,0.6104675531387329,,
1771865600.0,2,549,,,,0.8544858694076538,,
1771865600.0,2,554,,,,0.5382041931152344,,
1771865600.0,2,559,,,,1.465114712715149,,
1771865600.0,2,564,,,,0.8971759080886841,,
1771865600.0,2,569,,,,0.8161895275115967,,
1771865600.0,2,574,,,,0.8344630002975464,,
1771865600.0,2,579,,,,0.756399393081665,,
1771865600.0,2,584,,,,0.6676318645477295,,
1771865600.0,2,589,,,,1.1628243923187256,,
1771865600.0,2,594,,,,1.1468112468719482,,
1771865600.0,2,599,,,,0.8462752103805542,,
1771865600.0,2,604,,,,0.967451274394989,,
,2,605,0.5236656665802002,1.4828224182128906,,,0.5288169980049133,1.4511586427688599
,2,605,,,0.6861076951026917,,,
1771865600.0,3,609,,,,0.6011533737182617,,
1771865600.0,3,614,,,,0.7667021751403809,,
1771865600.0,3,619,,,,0.7269166111946106,,
1771865600.0,3,624,,,,0.8645062446594238,,
1771865600.0,3,629,,,,0.7009603381156921,,
1771865600.0,3,634,,,,0.9309308528900146,,
1771865600.0,3,639,,,,0.5863158106803894,,
1771865600.0,3,644,,,,0.6137555241584778,,
1771865600.0,3,649,,,,0.4556066393852234,,
1771865600.0,3,654,,,,0.6058122515678406,,
1771865600.0,3,659,,,,0.728336751461029,,
1771865600.0,3,664,,,,0.38611555099487305,,
1771865600.0,3,669,,,,0.8658968210220337,,
1771865600.0,3,674,,,,0.5669487118721008,,
1771865600.0,3,679,,,,0.7079464793205261,,
1771865600.0,3,684,,,,0.7334387302398682,,
1771865600.0,3,689,,,,0.5028603672981262,,
1771865600.0,3,694,,,,0.8923709392547607,,
1771865600.0,3,699,,,,0.7006136178970337,,
1771865600.0,3,704,,,,0.7010543942451477,,
1771865600.0,3,709,,,,0.21803726255893707,,
1771865600.0,3,714,,,,0.4100317358970642,,
1771865600.0,3,719,,,,0.587706446647644,,
1771865600.0,3,724,,,,0.8505011796951294,,
1771865600.0,3,729,,,,0.5466551184654236,,
1771865600.0,3,734,,,,0.41883260011672974,,
1771865600.0,3,739,,,,0.7152869701385498,,
1771865600.0,3,744,,,,0.5551795959472656,,
1771865600.0,3,749,,,,0.5409446358680725,,
1771865600.0,3,754,,,,0.7021961212158203,,
1771865600.0,3,759,,,,0.6684159636497498,,
1771865600.0,3,764,,,,0.9636934995651245,,
1771865600.0,3,769,,,,0.8031243085861206,,
1771865600.0,3,774,,,,0.3267534375190735,,
1771865600.0,3,779,,,,0.5096725225448608,,
1771865600.0,3,784,,,,0.4790690541267395,,
1771865600.0,3,789,,,,0.6639580726623535,,
1771865600.0,3,794,,,,0.553156852722168,,
1771865600.0,3,799,,,,0.32445454597473145,,
1771865600.0,3,804,,,,0.8655279278755188,,
,3,807,0.4924471378326416,1.807350516319275,,,0.5247725248336792,1.70921790599823
,3,807,,,0.7713490128517151,,,
1771865600.0,4,809,,,,0.6119204163551331,,
1771865600.0,4,814,,,,0.470869243144989,,
1771865600.0,4,819,,,,0.4597548842430115,,
1771865600.0,4,824,,,,0.5179795622825623,,
1771865600.0,4,829,,,,0.4717763066291809,,
1771865600.0,4,834,,,,0.7789549827575684,,
1771865600.0,4,839,,,,0.5994940996170044,,
1771865600.0,4,844,,,,0.5100023746490479,,
1771865600.0,4,849,,,,0.4151039719581604,,
1771865600.0,4,854,,,,0.6491684317588806,,
1771865600.0,4,859,,,,0.3474493622779846,,
1771865600.0,4,864,,,,0.46707677841186523,,
1771865728.0,4,869,,,,0.24841192364692688,,
1771865728.0,4,874,,,,0.7339479923248291,,
1771865728.0,4,879,,,,0.43046170473098755,,
1771865728.0,4,884,,,,0.3868827223777771,,
1771865728.0,4,889,,,,0.46850836277008057,,
1771865728.0,4,894,,,,0.44793856143951416,,
1771865728.0,4,899,,,,0.49711984395980835,,
1771865728.0,4,904,,,,0.5874660015106201,,
1771865728.0,4,909,,,,0.8413271903991699,,
1771865728.0,4,914,,,,0.3487021327018738,,
1771865728.0,4,919,,,,0.5540079474449158,,
1771865728.0,4,924,,,,0.3765701651573181,,
1771865728.0,4,929,,,,0.3072149157524109,,
1771865728.0,4,934,,,,0.5641178488731384,,
1771865728.0,4,939,,,,0.4228847622871399,,
1771865728.0,4,944,,,,0.4805563688278198,,
1771865728.0,4,949,,,,0.7345024347305298,,
1771865728.0,4,954,,,,0.5501329898834229,,
1771865728.0,4,959,,,,0.5558130741119385,,
1771865728.0,4,964,,,,0.4080260396003723,,
1771865728.0,4,969,,,,0.6470115184783936,,
1771865728.0,4,974,,,,0.37880030274391174,,
1771865728.0,4,979,,,,0.6417402029037476,,
1771865728.0,4,984,,,,0.4733542203903198,,
1771865728.0,4,989,,,,0.5144780874252319,,
1771865728.0,4,994,,,,0.3820159435272217,,
1771865728.0,4,999,,,,0.42970627546310425,,
1771865728.0,4,1004,,,,0.5150130987167358,,
1771865728.0,4,1009,,,,0.4718237519264221,,
,4,1009,0.4773413836956024,2.0162501335144043,,,0.5025278329849243,1.936750054359436
,4,1009,,,0.8403465151786804,,,
1771865728.0,5,1014,,,,0.6149726510047913,,
1771865728.0,5,1019,,,,0.23147721588611603,,
1771865728.0,5,1024,,,,0.1879521757364273,,
1771865728.0,5,1029,,,,0.2235722839832306,,
1771865728.0,5,1034,,,,0.18614616990089417,,
1771865728.0,5,1039,,,,0.2566903829574585,,
1771865728.0,5,1044,,,,0.2835765779018402,,
1771865728.0,5,1049,,,,0.22468185424804688,,
1771865728.0,5,1054,,,,0.20437708497047424,,
1771865728.0,5,1059,,,,0.47670453786849976,,
1771865728.0,5,1064,,,,0.23121455311775208,,
1771865728.0,5,1069,,,,0.2679031789302826,,
1771865728.0,5,1074,,,,0.3211478888988495,,
1771865728.0,5,1079,,,,0.4485524296760559,,
1771865728.0,5,1084,,,,0.4982187747955322,,
1771865728.0,5,1089,,,,0.1684252917766571,,
1771865728.0,5,1094,,,,0.36754295229911804,,
1771865728.0,5,1099,,,,0.4152136445045471,,
1771865728.0,5,1104,,,,0.24657930433750153,,
1771865728.0,5,1109,,,,0.20674678683280945,,
1771865728.0,5,1114,,,,0.509703516960144,,
1771865728.0,5,1119,,,,0.2785051465034485,,
1771865728.0,5,1124,,,,0.606593906879425,,
1771865728.0,5,1129,,,,0.24945075809955597,,
1771865728.0,5,1134,,,,0.1478121280670166,,
1771865728.0,5,1139,,,,0.27971160411834717,,
1771865728.0,5,1144,,,,0.3809560239315033,,
1771865728.0,5,1149,,,,0.1828821897506714,,
1771865728.0,5,1154,,,,0.14407166838645935,,
1771865728.0,5,1159,,,,0.19196198880672455,,
1771865728.0,5,1164,,,,0.1859184056520462,,
1771865728.0,5,1169,,,,0.21360012888908386,,
1771865728.0,5,1174,,,,0.3678518235683441,,
1771865728.0,5,1179,,,,0.4833179712295532,,
1771865728.0,5,1184,,,,0.4622270464897156,,
1771865728.0,5,1189,,,,0.23700539767742157,,
1771865728.0,5,1194,,,,0.3976890444755554,,
1771865728.0,5,1199,,,,0.35542893409729004,,
1771865728.0,5,1204,,,,0.3629775643348694,,
1771865728.0,5,1209,,,,0.27061644196510315,,
,5,1211,0.49647533893585205,1.9781676530838013,,,0.49949443340301514,1.9592984914779663
,5,1211,,,0.8910890817642212,,,
1771865728.0,6,1214,,,,0.21035853028297424,,
1771865728.0,6,1219,,,,0.4244900345802307,,
1771865728.0,6,1224,,,,0.1842295229434967,,
1771865728.0,6,1229,,,,0.2898346781730652,,
1771865728.0,6,1234,,,,0.13645784556865692,,
1771865728.0,6,1239,,,,0.10095411539077759,,
1771865728.0,6,1244,,,,0.203341543674469,,
1771865728.0,6,1249,,,,0.327697217464447,,
1771865728.0,6,1254,,,,0.2827724814414978,,
1771865728.0,6,1259,,,,0.1517726182937622,,
1771865728.0,6,1264,,,,0.1253983974456787,,
1771865728.0,6,1269,,,,0.25191259384155273,,
1771865728.0,6,1274,,,,0.24130354821681976,,
1771865728.0,6,1279,,,,0.2913346290588379,,
1771865728.0,6,1284,,,,0.31518852710723877,,
1771865728.0,6,1289,,,,0.31528985500335693,,
1771865728.0,6,1294,,,,0.1143285259604454,,
1771865728.0,6,1299,,,,0.23688572645187378,,
1771865728.0,6,1304,,,,0.08147358894348145,,
1771865728.0,6,1309,,,,0.06472461670637131,,
1771865728.0,6,1314,,,,0.2675565779209137,,
1771865728.0,6,1319,,,,0.09247025847434998,,
1771865728.0,6,1324,,,,0.35861799120903015,,
1771865728.0,6,1329,,,,0.21179094910621643,,
1771865728.0,6,1334,,,,0.2516622245311737,,
1771865728.0,6,1339,,,,0.21821950376033783,,
1771865728.0,6,1344,,,,0.1530834138393402,,
1771865728.0,6,1349,,,,0.41080522537231445,,
1771865728.0,6,1354,,,,0.32510632276535034,,
1771865728.0,6,1359,,,,0.23023104667663574,,
1771865728.0,6,1364,,,,0.1918787658214569,,
1771865728.0,6,1369,,,,0.3768274188041687,,
1771865728.0,6,1374,,,,0.3078940212726593,,
